id,title,content,is_completed,lesson_parent_id,created_at
8885f662-ed2b-45a2-8203-90d29669aae6,Setting up Supabase Database,https://raw.githubusercontent.com/sahibul-nf/educative_app_clone/main/assets/lessons/setting-up-supabase.md,true,24b0b7df-0e8d-4440-a7b1-e9577ba71da8,2023-04-10 01:15:52.724083+00
70885be6-50bd-4b27-818c-a44ff4c6aec2,Setting up the Flutter project and Connect to the Supabase API,https://raw.githubusercontent.com/sahibul-nf/educative_app_clone/main/assets/lessons/setting-up-the-flutter-project-and-connect-to-the-supabase-api.md,true,24b0b7df-0e8d-4440-a7b1-e9577ba71da8,2023-04-25 21:17:18.696823+00
8180614d-2f4e-45b3-80b8-c9a7636da9c3,Installing Flutter and Setting up Environment for Coding using VS Code,https://raw.githubusercontent.com/sahibul-nf/educative_app_clone/main/assets/lessons/install-flutter-and-setup-vscode.md,true,24b0b7df-0e8d-4440-a7b1-e9577ba71da8,2023-04-06 20:40:14.69433+00
0d09b3cb-4c10-4e3b-accb-4a8ceb07a48e,Overview,https://raw.githubusercontent.com/sahibul-nf/educative_app_clone/main/assets/lessons/introduction.md,true,455176ab-1951-492a-8e20-a89c8a3dae96,2023-04-06 20:36:16.17205+00
99528f6d-4594-4ace-a50e-a09539c64018,Setting up the Application Theme,https://raw.githubusercontent.com/sahibul-nf/educative_app_clone/main/assets/lessons/Setup-the-Application-Theme.md,false,24b0b7df-0e8d-4440-a7b1-e9577ba71da8,2023-05-14 09:46:06.065219+00
b3cba0fe-9017-4a49-acfa-6317a5703c06,Creating the Home Page,https://raw.githubusercontent.com/sahibul-nf/educative_app_clone/main/assets/lessons/Creating-the-Home-Page.md,false,878bfb0e-bc83-47e6-b9a6-767e41876a6d,2023-05-14 09:46:51.9779+00
